Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
SYCL,1,3072,2048,4096,8.94002,1.13447
SYCL,1,3072,2560,512,3.06024,2.34266
SYCL,1,3072,2560,1024,4.03861,1.49425
SYCL,1,3072,2560,1536,6.17978,1.51982
SYCL,1,3072,2560,2048,5.81817,2.4903
SYCL,1,3072,2560,2560,7.98306,1.41487
SYCL,1,3072,2560,3072,8.6464,1.2776
SYCL,1,3072,2560,3584,10.6361,1.68747
SYCL,1,3072,2560,4096,10.3054,3.98456
SYCL,1,3072,3072,512,3.58276,2.19639
SYCL,1,3072,3072,1024,5.22917,1.06315
SYCL,1,3072,3072,1536,6.4038,2.77259
SYCL,1,3072,3072,2048,7.57784,1.01868
SYCL,1,3072,3072,2560,7.92985,2.08194
SYCL,1,3072,3072,3072,10.3758,1.31465
SYCL,1,3072,3072,3584,10.682,3.83645
SYCL,1,3072,3072,4096,13.246,1.65638
SYCL,1,3072,3584,512,3.86398,2.06286
SYCL,1,3072,3584,1024,5.79113,1.44542
SYCL,1,3072,3584,1536,6.94855,2.38816
SYCL,1,3072,3584,2048,8.06209,0.21852
SYCL,1,3072,3584,2560,10.295,-0.041742
SYCL,1,3072,3584,3072,10.8093,4.50513
SYCL,1,3072,3584,3584,12.1502,2.10106
SYCL,1,3072,3584,4096,13.431,2.52908
SYCL,1,3072,4096,512,3.97494,2.19523
SYCL,1,3072,4096,1024,5.93707,1.76153
SYCL,1,3072,4096,1536,7.80972,2.87136
SYCL,1,3072,4096,2048,8.18683,2.06806
SYCL,1,3072,4096,2560,11.4341,2.61403
SYCL,1,3072,4096,3072,11.7778,4.02412
SYCL,1,3072,4096,3584,14.3954,1.82801
SYCL,1,3072,4096,4096,14.696,1.5132
SYCL,1,3584,512,512,1.38765,1.38895
SYCL,1,3584,512,1024,2.0827,2.0303
SYCL,1,3584,512,1536,3.09712,2.47652
SYCL,1,3584,512,2048,3.59395,3.27041
SYCL,1,3584,512,2560,4.77574,3.15732
SYCL,1,3584,512,3072,5.84318,2.26547
SYCL,1,3584,512,3584,4.49287,1.04657
SYCL,1,3584,512,4096,6.35111,0.251195
SYCL,1,3584,1024,512,1.89165,1.32488
SYCL,1,3584,1024,1024,2.49412,1.42008
SYCL,1,3584,1024,1536,2.86573,2.5171
SYCL,1,3584,1024,2048,3.54201,3.30292
SYCL,1,3584,1024,2560,4.60946,3.00347
SYCL,1,3584,1024,3072,5.45953,1.46898
SYCL,1,3584,1024,3584,6.17391,-0.259105
SYCL,1,3584,1024,4096,6.24403,1.55142
SYCL,1,3584,1536,512,2.41208,1.34591
SYCL,1,3584,1536,1024,2.99127,1.36642
SYCL,1,3584,1536,1536,4.21811,1.83347
SYCL,1,3584,1536,2048,5.13404,2.02668
SYCL,1,3584,1536,2560,6.33919,2.3229
SYCL,1,3584,1536,3072,7.46739,2.44566
SYCL,1,3584,1536,3584,7.83958,1.82713
SYCL,1,3584,1536,4096,9.16831,1.83792
SYCL,1,3584,2048,512,3.12082,1.46351
SYCL,1,3584,2048,1024,3.93558,1.26578
SYCL,1,3584,2048,1536,5.63718,1.88618
SYCL,1,3584,2048,2048,5.33475,2.2581
SYCL,1,3584,2048,2560,6.93668,2.43621
SYCL,1,3584,2048,3072,8.34706,1.72725
SYCL,1,3584,2048,3584,9.66972,2.65296
SYCL,1,3584,2048,4096,11.1617,0.453565
SYCL,1,3584,2560,512,3.44878,1.53104
SYCL,1,3584,2560,1024,5.98463,1.61133
SYCL,1,3584,2560,1536,6.16383,1.07772
SYCL,1,3584,2560,2048,7.50677,2.32614
SYCL,1,3584,2560,2560,8.66707,-0.536945
SYCL,1,3584,2560,3072,10.175,-1.20259
SYCL,1,3584,2560,3584,11.9266,-1.46719
SYCL,1,3584,2560,4096,13.4416,3.76259
SYCL,1,3584,3072,512,4.09029,0.756265
SYCL,1,3584,3072,1024,6.24049,1.28319
SYCL,1,3584,3072,1536,7.00508,2.8653
SYCL,1,3584,3072,2048,9.41841,1.23721
SYCL,1,3584,3072,2560,10.5429,0.280972
SYCL,1,3584,3072,3072,11.9238,3.26623
SYCL,1,3584,3072,3584,12.7754,1.61618
SYCL,1,3584,3072,4096,14.7338,2.10044
SYCL,1,3584,3584,512,4.60488,-0.396417
SYCL,1,3584,3584,1024,6.15427,1.58478
SYCL,1,3584,3584,1536,8.15089,0.365633
SYCL,1,3584,3584,2048,8.34736,-0.241457
SYCL,1,3584,3584,2560,12.3358,0.212286
SYCL,1,3584,3584,3072,11.6903,3.57035
SYCL,1,3584,3584,3584,15.1257,1.34918
SYCL,1,3584,3584,4096,14.8132,3.12908
SYCL,1,3584,4096,512,4.86516,0.562021
SYCL,1,3584,4096,1024,7.14138,1.81999
SYCL,1,3584,4096,1536,9.00799,1.07907
SYCL,1,3584,4096,2048,8.98052,0.593855
SYCL,1,3584,4096,2560,12.731,3.75554
SYCL,1,3584,4096,3072,12.6877,4.87837
SYCL,1,3584,4096,3584,15.6184,3.25898
SYCL,1,3584,4096,4096,17.5002,2.69154
SYCL,1,4096,512,512,1.32171,1.95008
SYCL,1,4096,512,1024,2.17929,1.90806
SYCL,1,4096,512,1536,3.00372,2.59711
SYCL,1,4096,512,2048,3.62061,3.221
SYCL,1,4096,512,2560,4.96794,2.27431
SYCL,1,4096,512,3072,4.80464,1.69628
SYCL,1,4096,512,3584,7.10104,0.86175
SYCL,1,4096,512,4096,5.42521,1.44702
SYCL,1,4096,1024,512,1.84504,1.21629
SYCL,1,4096,1024,1024,2.69626,1.61111
SYCL,1,4096,1024,1536,3.81942,2.74318
SYCL,1,4096,1024,2048,5.12747,3.27679
SYCL,1,4096,1024,2560,5.64474,2.31537
SYCL,1,4096,1024,3072,7.55707,0.148566
SYCL,1,4096,1024,3584,8.20882,2.19123
SYCL,1,4096,1024,4096,8.02955,3.36666
SYCL,1,4096,1536,512,2.38809,1.45397
SYCL,1,4096,1536,1024,3.6423,1.78993
SYCL,1,4096,1536,1536,4.90508,1.6087
SYCL,1,4096,1536,2048,5.34842,1.9485
SYCL,1,4096,1536,2560,7.01006,-0.42005
SYCL,1,4096,1536,3072,8.17435,-0.185648
SYCL,1,4096,1536,3584,8.61065,2.10095
SYCL,1,4096,1536,4096,9.73485,3.45198
SYCL,1,4096,2048,512,3.16559,1.18434
SYCL,1,4096,2048,1024,4.71153,1.58756
SYCL,1,4096,2048,1536,6.61902,1.69706
SYCL,1,4096,2048,2048,7.87522,1.93603
SYCL,1,4096,2048,2560,7.36543,2.02022
SYCL,1,4096,2048,3072,9.17541,2.04516
SYCL,1,4096,2048,3584,9.66776,3.23762
SYCL,1,4096,2048,4096,12.1984,1.88623
SYCL,1,4096,2560,512,3.52713,1.04933
SYCL,1,4096,2560,1024,6.36932,1.30057
SYCL,1,4096,2560,1536,6.72309,2.78154
SYCL,1,4096,2560,2048,8.10091,2.09009
SYCL,1,4096,2560,2560,9.73934,2.70202
SYCL,1,4096,2560,3072,11.2411,4.76609
SYCL,1,4096,2560,3584,12.1465,2.51496
SYCL,1,4096,2560,4096,12.5491,2.29134
SYCL,1,4096,3072,512,4.41511,1.30344
SYCL,1,4096,3072,1024,6.76764,1.75388
SYCL,1,4096,3072,1536,7.98234,2.48809
SYCL,1,4096,3072,2048,7.94926,1.12374
SYCL,1,4096,3072,2560,11.3554,2.58587
SYCL,1,4096,3072,3072,11.8139,3.13746
SYCL,1,4096,3072,3584,14.249,0.546255
SYCL,1,4096,3072,4096,14.9512,1.93779
SYCL,1,4096,3584,512,4.72873,1.82602
SYCL,1,4096,3584,1024,6.57274,2.12578
SYCL,1,4096,3584,1536,8.94997,0.979524
SYCL,1,4096,3584,2048,9.29183,0.341722
SYCL,1,4096,3584,2560,12.7563,4.12077
SYCL,1,4096,3584,3072,12.7015,4.8687
SYCL,1,4096,3584,3584,15.6989,1.8536
SYCL,1,4096,3584,4096,17.1952,5.00277
SYCL,1,4096,4096,512,5.34536,1.54815
SYCL,1,4096,4096,1024,6.48696,1.09875
SYCL,1,4096,4096,1536,9.98832,1.79298
SYCL,1,4096,4096,2048,11.0687,1.2983
SYCL,1,4096,4096,2560,12.8829,2.69004
SYCL,1,4096,4096,3072,14.8867,3.88588
SYCL,1,4096,4096,3584,17.0013,3.25474
SYCL,1,4096,4096,4096,19.9221,2.11255
