Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
SYCL,0,3584,2048,512,4.97896,0.884316
SYCL,0,3584,2048,1024,7.94096,2.38349
SYCL,0,3584,2048,1536,9.77963,0.358949
SYCL,0,3584,2048,2048,10.4232,0.807146
SYCL,0,3584,2048,2560,13.7296,-0.629897
SYCL,0,3584,2048,3072,14.5479,-0.776774
SYCL,0,3584,2048,3584,16.8519,3.11773
SYCL,0,3584,2048,4096,19.4716,2.20004
SYCL,0,3584,2560,512,5.80092,0.642111
SYCL,0,3584,2560,1024,8.4784,0.568387
SYCL,0,3584,2560,1536,10.7021,1.25917
SYCL,0,3584,2560,2048,13.3706,0.875288
SYCL,0,3584,2560,2560,14.5996,-0.370058
SYCL,0,3584,2560,3072,18.4197,1.51832
SYCL,0,3584,2560,3584,20.2166,3.15369
SYCL,0,3584,2560,4096,23.5363,2.04127
SYCL,0,3584,3072,512,8.02621,0.408827
SYCL,0,3584,3072,1024,8.65644,2.96191
SYCL,0,3584,3072,1536,12.9231,-0.627038
SYCL,0,3584,3072,2048,15.0347,-0.740913
SYCL,0,3584,3072,2560,18.39,0.210068
SYCL,0,3584,3072,3072,20.5784,2.53276
SYCL,0,3584,3072,3584,24.2882,2.96304
SYCL,0,3584,3072,4096,27.8625,6.57972
SYCL,0,3584,3584,512,8.25499,1.09536
SYCL,0,3584,3584,1024,9.58921,2.19445
SYCL,0,3584,3584,1536,14.438,-0.555047
SYCL,0,3584,3584,2048,16.5732,-0.64036
SYCL,0,3584,3584,2560,20.7023,1.77701
SYCL,0,3584,3584,3072,24.7573,3.2117
SYCL,0,3584,3584,3584,28.198,3.992
SYCL,0,3584,3584,4096,32.3474,8.9854
SYCL,0,3584,4096,512,8.619,1.16326
SYCL,0,3584,4096,1024,10.896,3.10244
SYCL,0,3584,4096,1536,15.2013,-0.263666
SYCL,0,3584,4096,2048,18.8395,1.84997
SYCL,0,3584,4096,2560,23.1008,1.25407
SYCL,0,3584,4096,3072,27.8612,0.336306
SYCL,0,3584,4096,3584,32.4948,7.70406
SYCL,0,3584,4096,4096,37.7466,9.65474
SYCL,0,4096,512,512,2.45131,0.317974
SYCL,0,4096,512,1024,5.13294,1.79624
SYCL,0,4096,512,1536,7.68965,2.44741
SYCL,0,4096,512,2048,7.56477,1.46542
SYCL,0,4096,512,2560,9.18304,2.11429
SYCL,0,4096,512,3072,9.91749,0.886104
