Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
OPENVINO,0,3072,1024,512,5.28929,29.2851
OPENVINO,0,3072,1024,1024,8.00816,41.5472
OPENVINO,0,3072,1024,1536,12.3042,33.4351
OPENVINO,0,3072,1024,2048,14.1921,41.7702
OPENVINO,0,3072,1024,2560,15.2564,57.8401
OPENVINO,0,3072,1024,3072,18.437,71.8663
OPENVINO,0,3072,1024,3584,19.7363,70.5468
OPENVINO,0,3072,1024,4096,23.5352,79.6119
OPENVINO,0,3072,1536,512,7.24797,39.4517
OPENVINO,0,3072,1536,1024,10.8463,47.8215
OPENVINO,0,3072,1536,1536,14.1364,54.2324
OPENVINO,0,3072,1536,2048,16.3068,58.4131
OPENVINO,0,3072,1536,2560,20.0352,68.4966
OPENVINO,0,3072,1536,3072,26.4309,289.632
OPENVINO,0,3072,1536,3584,37.4713,78.3309
OPENVINO,0,3072,1536,4096,42.7455,103.045
OPENVINO,0,3072,2048,512,9.56582,45.833
OPENVINO,0,3072,2048,1024,14.5352,56.3943
OPENVINO,0,3072,2048,1536,19.7022,59.7894
OPENVINO,0,3072,2048,2048,24.0045,73.4412
OPENVINO,0,3072,2048,2560,33.1106,82.9834
OPENVINO,0,3072,2048,3072,33.4484,83.0981
OPENVINO,0,3072,2048,3584,40.3534,91.7996
OPENVINO,0,3072,2048,4096,46.6667,104.597
OPENVINO,0,3072,2560,512,10.6519,49.3795
OPENVINO,0,3072,2560,1024,16.8267,62.1724
OPENVINO,0,3072,2560,1536,24.9927,63.7723
OPENVINO,0,3072,2560,2048,30.9751,77.3399
OPENVINO,0,3072,2560,2560,34.5208,88.6513
OPENVINO,0,3072,2560,3072,38.112,87.9669
OPENVINO,0,3072,2560,3584,46.7112,96.1452
OPENVINO,0,3072,2560,4096,54.524,108.695
OPENVINO,0,3072,3072,512,18.8883,367.94
OPENVINO,0,3072,3072,1024,18.3064,55.8384
OPENVINO,0,3072,3072,1536,27.8924,66.4565
OPENVINO,0,3072,3072,2048,31.5812,74.0566
OPENVINO,0,3072,3072,2560,38.8447,85.2192
OPENVINO,0,3072,3072,3072,45.5985,97.8351
OPENVINO,0,3072,3072,3584,59.3922,121.503
OPENVINO,0,3072,3072,4096,68.9795,124.988
OPENVINO,0,3072,3584,512,17.1044,58.3759
OPENVINO,0,3072,3584,1024,26.3521,67.1135
OPENVINO,0,3072,3584,1536,31.1469,72.3152
OPENVINO,0,3072,3584,2048,54.9322,91.4539
OPENVINO,0,3072,3584,2560,50.2498,98.5582
OPENVINO,0,3072,3584,3072,60.5719,106.656
OPENVINO,0,3072,3584,3584,68.9092,125.452
OPENVINO,0,3072,3584,4096,81.7028,143.708
OPENVINO,0,3072,4096,512,23.0118,61.72
OPENVINO,0,3072,4096,1024,26.4948,67.7387
OPENVINO,0,3072,4096,1536,41.1308,81.9209
OPENVINO,0,3072,4096,2048,48.88,457.231
OPENVINO,0,3072,4096,2560,63.8326,122.372
OPENVINO,0,3072,4096,3072,64.9665,108.381
OPENVINO,0,3072,4096,3584,73.308,133.188
OPENVINO,0,3072,4096,4096,83.0623,148.082
OPENVINO,0,3584,512,512,3.93413,23.3314
OPENVINO,0,3584,512,1024,6.1197,36.0635
OPENVINO,0,3584,512,1536,8.26677,43.6815
OPENVINO,0,3584,512,2048,10.0881,49.4359
OPENVINO,0,3584,512,2560,12.4649,55.4098
OPENVINO,0,3584,512,3072,13.5422,58.7436
OPENVINO,0,3584,512,3584,14.938,63.5035
OPENVINO,0,3584,512,4096,18.9679,76.4273
OPENVINO,0,3584,1024,512,5.34516,35.094
OPENVINO,0,3584,1024,1024,8.25632,43.3431
OPENVINO,0,3584,1024,1536,12.1344,52.5071
OPENVINO,0,3584,1024,2048,14.0529,54.5549
OPENVINO,0,3584,1024,2560,16.6932,61.0387
OPENVINO,0,3584,1024,3072,20.2957,72.9019
OPENVINO,0,3584,1024,3584,23.6549,369.711
OPENVINO,0,3584,1024,4096,27.5017,82.7767
OPENVINO,0,3584,1536,512,7.46709,41.811
OPENVINO,0,3584,1536,1024,10.7182,51.0875
OPENVINO,0,3584,1536,1536,15.5581,54.616
OPENVINO,0,3584,1536,2048,20.4446,63.4573
OPENVINO,0,3584,1536,2560,26.1243,71.6551
OPENVINO,0,3584,1536,3072,28.2701,85.02
OPENVINO,0,3584,1536,3584,41.7789,90.6337
OPENVINO,0,3584,1536,4096,50.7191,120.639
OPENVINO,0,3584,2048,512,10.4953,48.6057
OPENVINO,0,3584,2048,1024,15.7956,58.9535
OPENVINO,0,3584,2048,1536,23.0065,62.8621
OPENVINO,0,3584,2048,2048,26.2009,67.8167
OPENVINO,0,3584,2048,2560,36.5811,89.0879
OPENVINO,0,3584,2048,3072,37.5867,96.5228
OPENVINO,0,3584,2048,3584,43.1041,104.163
OPENVINO,0,3584,2048,4096,53.3291,112.671
OPENVINO,0,3584,2560,512,11.9932,54.1221
OPENVINO,0,3584,2560,1024,21.5961,360.004
OPENVINO,0,3584,2560,1536,27.4364,72.6445
OPENVINO,0,3584,2560,2048,34.8299,85.1237
OPENVINO,0,3584,2560,2560,40.8767,94.2952
OPENVINO,0,3584,2560,3072,46.5703,104.688
OPENVINO,0,3584,2560,3584,55.728,111.717
OPENVINO,0,3584,2560,4096,68.1999,125.151
OPENVINO,0,3584,3072,512,14.2492,58.8684
OPENVINO,0,3584,3072,1024,21.9857,63.5443
OPENVINO,0,3584,3072,1536,34.8865,75.7742
OPENVINO,0,3584,3072,2048,39.0145,89.8278
OPENVINO,0,3584,3072,2560,47.6993,102.905
OPENVINO,0,3584,3072,3072,54.9942,109.306
OPENVINO,0,3584,3072,3584,64.5353,121.651
OPENVINO,0,3584,3072,4096,78.1148,134.988
OPENVINO,0,3584,3584,512,16.6949,57.8712
OPENVINO,0,3584,3584,1024,27.8669,69.5286
OPENVINO,0,3584,3584,1536,34.3441,77.0751
OPENVINO,0,3584,3584,2048,59.2472,103.511
OPENVINO,0,3584,3584,2560,54.581,503.412
OPENVINO,0,3584,3584,3072,67.7828,119.862
OPENVINO,0,3584,3584,3584,73.9965,135.315
OPENVINO,0,3584,3584,4096,91.2987,151.993
OPENVINO,0,3584,4096,512,21.8205,66.8861
OPENVINO,0,3584,4096,1024,30.1002,73.7418
OPENVINO,0,3584,4096,1536,46.9646,89.5917
OPENVINO,0,3584,4096,2048,54.1212,104.548
OPENVINO,0,3584,4096,2560,74.718,119.777
OPENVINO,0,3584,4096,3072,76.9798,124.634
OPENVINO,0,3584,4096,3584,80.5303,149.923
OPENVINO,0,3584,4096,4096,94.7928,153.831
OPENVINO,0,4096,512,512,4.27359,32.0625
OPENVINO,0,4096,512,1024,6.37807,41.5301
